regulator.values	target.values	mi.values	scc.values	count.values	log.p.values
ENSG00000196459	ENSG00000100300	0.000512058	0.0324673	1	-0.356293
ENSG00000196459	ENSG00000130592	0.00231376	-0.0634323	1	-0.356293
ENSG00000196235	ENSG00000167526	0.0875303	-0.0245691	1	-0.356293
ENSG00000196235	ENSG00000131634	7.97003e-06	-0.028258	1	-0.356293
ENSG00000196235	ENSG00000068028	3.20002e-05	-0.0419123	1	-0.356293
ENSG00000196235	ENSG00000198918	0.138824	-0.0330695	1	-0.356293
ENSG00000196235	ENSG00000067167	0.0968846	0.0336802	1	-0.356293
ENSG00000196235	ENSG00000229117	0.166206	-0.0272535	1	-0.356293
ENSG00000180964	ENSG00000044090	7.19721e-05	-0.0348129	1	-0.356293
ENSG00000180964	ENSG00000198755	0.0665459	-0.0479231	2	-1.09388
ENSG00000180964	ENSG00000231500	0.0935305	-0.0636338	1	-0.356293
ENSG00000180964	ENSG00000172262	0.00231376	0.0154552	1	-0.356293
ENSG00000180964	ENSG00000182899	0.111875	-0.0735801	1	-0.356293
ENSG00000180964	ENSG00000113851	0.00135264	0.0350467	1	-0.356293
ENSG00000180964	ENSG00000177954	0.0909521	-0.0744392	1	-0.356293
ENSG00000180964	ENSG00000198034	0.0731058	-0.0692415	1	-0.356293
ENSG00000180964	ENSG00000137154	0.0800087	-0.0660223	1	-0.356293
ENSG00000180964	ENSG00000166012	0.0624234	0.0394233	2	-1.09388
ENSG00000180964	ENSG00000059758	0.000200014	-0.0443489	1	-0.356293
ENSG00000180964	ENSG00000092203	0.0863738	0.0493655	1	-0.356293
ENSG00000180628	ENSG00000171606	0.000200014	-0.0044293	1	-0.356293
ENSG00000180628	ENSG00000214078	0.00135264	0.0577239	1	-0.356293
ENSG00000180628	ENSG00000169764	0.0491345	0.0717006	1	-0.356293
ENSG00000171703	ENSG00000127152	0.0482066	0.111352	1	-0.356293
ENSG00000171703	ENSG00000112306	0.000648141	-0.0335336	1	-0.356293
ENSG00000171703	ENSG00000144713	0.070623	-0.0422995	1	-0.356293
ENSG00000171703	ENSG00000158711	0.00135264	-0.0534209	2	-1.09388
ENSG00000171703	ENSG00000147403	0.0864354	-0.0477651	1	-0.356293
ENSG00000171703	ENSG00000034677	0.0020494	0.0433211	1	-0.356293
ENSG00000171703	ENSG00000123066	0.000800181	0.05549	1	-0.356293
